Kode_Desa,Tahun,Nama_Desa,Uraian_Output,Cara_Pengadaan,if_score,if_flag,lof_score,lof_flag,rda_score,rda_flag,consensus_flag,typology_primary,typologies_str,top_error_feature,persistence_score,priority_tier,expert_verdict,modus_operandi_notes,years_flagged,rda_sparse_norm
1504012002,2023,Sengkati Kecil,Jumlah Peserta Pelatihan/Penyuluhan/Sosialisasi kepada Masyarakat di Bidang Hukum dan Pelindungan Masyarakat,Swakelola,-0.0051788362895299,1,1.1781325903014046,0,0.0004271630275431,1,1,T2_Ghost,T2_Ghost|T7_CrossCatDump,avg_completion,0.6667,Tier 1 – High Priority,,,2,0.0
1504012003,2023,Sengkati Gedang,Operasional PAUD/TK/TPA/TKA/TPQ/Madrasah Non-Formal Milik Desa,Swakelola,-0.0010999473337603,1,0.9787883854905228,0,0.0003986731202933,1,1,T1_Markup,T1_Markup,activity_category,0.6667,Tier 1 – High Priority,,,2,0.0
1504012003,2023,Sengkati Gedang,Pembangunan Jalan Usaha Tani,Swakelola,-0.1993513449618141,1,2.135341949118013,1,0.0016497650966101,1,1,T1_Markup,T1_Markup|T2_Ghost|T3_VolumePad|T6_BudgetExhaust|T7_CrossCatDump,cost_per_unit,0.6667,Tier 1 – High Priority,,,2,0.0
1504012004,2023,Sengkati Baru,Bangunan,Swakelola,-0.0319784539807769,1,1.5547786423881935,0,0.0006463621928322,1,1,Unclassified,Unclassified,avg_completion,0.3333,Tier 2 – Moderate,,,1,0.0
1504012004,2023,Sengkati Baru,Terciptanya Sistem Informasi Desa,Swakelola,0.1321785229287451,0,5.350018153236533,1,0.0004255180097963,1,1,T2_Ghost,T2_Ghost,avg_completion,0.3333,Tier 2 – Moderate,,,1,0.0
1504012004,2023,Sengkati Baru,Jumlah Peserta Pelatihan/Bimtek/Pengenalan Teknologi Tepat Guna untuk Pertanian/Peternakan,Swakelola,-0.1297324043386033,1,1.164008648222938,0,0.0008206278936369,1,1,T1_Markup,T1_Markup|T7_CrossCatDump,swakelola_high_value,0.3333,Tier 2 – Moderate,,,1,0.0
1504012005,2023,Kembang Tanjung,Jumlah Peserta Pelatihan Pembinaan Lembaga Kemasyarakatan,Swakelola,-0.0854826372953149,1,1.0982176069383518,0,0.000483948272193,1,1,T2_Ghost,T2_Ghost|T7_CrossCatDump,avg_completion,1.0,Tier 1 – High Priority,,,3,0.0
1504012005,2023,Kembang Tanjung,Jumlah alat produksi dan pengolahan pertanian yang diserahkan,Swakelola,-0.0250396428680669,1,1.568271361158872,0,0.0028568321387203,1,1,Unclassified,Unclassified,activity_category,1.0,Tier 1 – High Priority,,,3,0.0
1504012007,2023,Benteng Rendah,Dukungan kegiatan seremonial di desa,Swakelola,-0.01442550378875,1,1.0822386971814704,0,0.0005410097164425,1,1,Unclassified,Unclassified,cost_deviation_by_category,1.0,Tier 1 – High Priority,,,3,0.0
1504012009,2023,Rantau Gedang,Biaya Koordinasi Pemerintah Desa,Swakelola,-0.0066397650836849,1,1.0828603285893488,0,0.0003526233656314,1,1,Unclassified,Unclassified,activity_category,1.0,Tier 1 – High Priority,,,3,0.0
1504012009,2023,Rantau Gedang,Bantuan Langsung Tunai (BLT) - Dana Desa,Swakelola,-0.0190888361158017,1,18763979.390578058,1,1.7092712396422173e-05,0,1,Unclassified,Unclassified,avg_completion,1.0,Tier 1 – High Priority,,,3,0.0
